"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"93.669","Child Abuse and Neglect State Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:07","1/1/1990 0:00"
"93.670","Child Abuse and Neglect Discretionary Activities","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:08","1/1/1990 0:00"
"93.671","Family Violence Prevention and Services/Grants for Battered Women's Shelters_Grants to States and Indian Tribes","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:08","1/1/1990 0:00"
"93.674","Chafee Foster Care Independence Program","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:09","1/1/1990 0:00"
"93.676","Unaccompanied Alien Children Program","Department of Health and Human Services / Administration for Children and Families","B - Project Grants (Cooperative Agreements or Contracts)","7/15/2010 7:51","1/1/2003 0:00"
"93.701","Trans-NIH Recovery Act Research Support","Department of Health and Human Services / National Institutes of Health","B - Project Grants (Capacity Building and Complaint Processing, Training)","9/19/2010 20:39","5/15/2009 17:33"
"93.702","National Center for Research Resources, Recovery Act Construction Support","Department of Health and Human Services / National Institutes of Health","B - Project Grants","6/29/2010 7:58","5/15/2009 17:33"
"93.703","ARRA  Grants to Health Center Programs","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/16/2010 8:12","5/22/2009 9:42"
"93.704","Trans-NIH Recovery Act Loan Repayment Support","Department of Health and Human Services / National Institutes of Health","C - Direct Payments for Specified Use","7/28/2010 7:51","5/15/2009 17:33"
"93.705","Aging Home-Delivered Nutrition Services for States","Department of Health and Human Services / Administration on Aging","A - Formula Grants","8/9/2010 8:14","5/22/2009 9:42"
"93.706","Aging Nutrition Services for Native Americans","Department of Health and Human Services / Administration on Aging","B - Project Grants","8/13/2010 7:53","5/22/2009 9:42"
"93.707","Aging Congregate Nutrition Services for States","Department of Health and Human Services / Administration on Aging","A - Formula Grants","8/9/2010 8:14","5/22/2009 9:42"
"93.708","ARRA - Head Start","Department of Health and Human Services / Administration for Children and Families","B - Project Grants","9/19/2010 20:40","5/26/2009 15:39"
"93.709","ARRA - Early Head Start","Department of Health and Human Services / Administration for Children and Families","B - Project Grants","9/19/2010 20:40","5/26/2009 15:39"
"93.710","ARRA - Community Services Block Grant","Department of Health and Human Services / Administration for Children and Families","A - Formula Grants","7/12/2010 10:04","5/26/2009 15:39"
"93.711","ARRA   Strengthening Communities Fund","Department of Health and Human Services / Administration for Children and Families","B - Cooperative Agreements","8/11/2010 7:58","5/26/2009 15:39"
"93.712","ARRA - Immunization","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:30","6/11/2009 14:03"
"93.713","ARRA  Child Care and Development Block Grant","Department of Health and Human Services / Administration for Children and Families","A - Formula Grants","7/18/2010 23:09","5/26/2009 15:39"
"93.714","ARRA  Emergency Contingency Fund for Temporary Assistance for Needy Families (TANF) State Program","Department of Health and Human Services / Administration for Children and Families","A - Formula Grants","7/18/2010 23:10","5/26/2009 15:39"
"93.715","Recovery Act  Comparative Effectiveness Research - AHRQ","Department of Health and Human Services / Agency for Healthcare Research and Quality","B - Project Grants","8/23/2010 10:31","8/19/2009 10:40"
"93.716","ARRA  Temporary Assistance for Needy Families (TANF) Supplemental Grants","Department of Health and Human Services / Administration for Children and Families","A - Formula Grants","7/18/2010 23:10","5/26/2009 15:39"
"93.717","ARRA - Preventing Healthcare-Associated Infections","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:30","6/10/2009 11:41"
"93.718","Health Information Technology Regional Extension Centers Program","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements (Discretionary Grants)","7/21/2010 12:34","7/29/2009 17:04"
"93.719","ARRA - State Grants to Promote Health Information Technology","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements (Discretionary Grants)","7/8/2010 8:50","7/29/2009 17:04"
"93.720","ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - Project Grants","7/22/2010 11:14","8/13/2009 10:59"
"93.721","ARRA - Health Information Technology Professionals in Health Care","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Discretionary)","7/8/2010 8:50","10/13/2009 9:52"
"93.722","ARRA - IHS Tribal Agreements","Department of Health and Human Services / Indian Health Service","B - Project Grants (Contracts)","7/8/2010 9:13","8/19/2009 10:38"
"93.723","ARRA - Prevention and Wellness-State, Territories and Pacific Islands","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","2/16/2010 8:15","9/11/2009 8:43"
"93.724","ARRA - Prevention and Wellness  Communities Putting Prevention to Work Funding Opportunities Announcement (FOA)","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements (Discretionary Grants)","7/16/2010 8:13","9/11/2009 8:43"
"93.725","ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program","Department of Health and Human Services / Administration on Aging","B - Cooperative Agreements (Discretionary Grants)","9/23/2010 9:14","11/25/2009 11:34"
"93.726","ARRA Accelerating Adoption of Comparative Effectiveness Research (CER)","Department of Health and Human Services / Office of the Secretary","B - Project Grants","1/1/2010 12:05","1/1/2010 12:05"
"93.727","ARRA - Health Information Technology - Beacon Communities","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","7/8/2010 9:13","12/1/2009 14:49"
"93.728","ARRA - Strategic Health IT Advanced Research Projects (SHARP)","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","7/8/2010 9:14","12/16/2009 7:32"
"93.729","ARRA Health Information Technology and Public Health","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","3/4/2010 14:56","2/3/2010 9:37"
"93.730","ARRA Prevention Research Centers Comparative Effectiveness Research Program","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","1/28/2010 10:56","1/28/2010 10:56"
"93.731","ARRA - Prevention and Wellness - Leveraging National Organizations","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","2/12/2010 11:11","2/12/2010 11:11"
"93.760","Rural PACE (Program of All-Inclusive Care for the Elderly) Provider Grant Program","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - PROJECT GRANTS","7/9/2010 12:19","1/1/2006 0:00"
"93.767","Children's Health Insurance Program","Department of Health and Human Services / Centers for Medicare and Medicaid Services","A - FORMULA GRANTS","1/6/2010 9:32","1/1/1998 0:00"
"93.768","Medicaid Infrastructure Grants To Support the Competitive Employment of People with Disabilities","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - PROJECT GRANTS","6/9/2010 13:24","1/1/2000 0:00"
"93.769","Demonstration to Maintain Independence and Employment","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - PROJECT GRANTS","6/17/2010 13:27","1/1/2000 0:00"
"93.770","Medicare_Prescription Drug Coverage","Department of Health and Human Services / Centers for Medicare and Medicaid Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/27/2010 9:53","1/1/2005 0:00"
"93.773","Medicare_Hospital Insurance","Department of Health and Human Services / Centers for Medicare and Medicaid Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","6/21/2010 12:40","1/1/1990 0:00"
"93.774","Medicare_Supplementary Medical Insurance","Department of Health and Human Services / Centers for Medicare and Medicaid Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/22/2010 7:45","1/1/1990 0:00"
"93.775","State Medicaid Fraud Control Units","Department of Health and Human Services / Centers for Medicare and Medicaid Services","A - FORMULA GRANTS","8/25/2010 7:45","1/1/1990 0:00"
"93.777","State Survey and Certification of Health Care Providers and Suppliers (Title XVIII) Medicare","Department of Health and Human Services / Centers for Medicare and Medicaid Services","A - FORMULA GRANTS","9/20/2010 15:58","1/1/1990 0:00"
"93.778","Medical Assistance Program","Department of Health and Human Services / Centers for Medicare and Medicaid Services","A - FORMULA GRANTS","6/24/2010 15:52","1/1/1990 0:00"
"93.779","Centers for Medicare and Medicaid Services (CMS) Research, Demonstrations and Evaluations","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - PROJECT GRANTS","9/21/2010 11:27","1/1/1990 0:00"
"93.780","Grants to States for Operation of Qualified High-Risk Pools","Department of Health and Human Services / Centers for Medicare and Medicaid Services","A - FORMULA GRANTS","6/11/2010 11:32","1/1/2003 0:00"
"93.784","Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens","Department of Health and Human Services / Centers for Medicare and Medicaid Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/12/2010 14:03","1/1/2004 0:00"
